Event Receive Hour,Host Name,AVG(CPU Util),AVG(Memory Util),SUM(Sent Bytes64) (Byte),SUM(Received Bytes64) (Byte)
2022-02-03 18:00:00,ussvnplesx53.fortinet-us.com,47.97,87.56,53733969920,13939609600
2022-02-03 18:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,39.38,47.81,985783525,723756919
2022-02-03 18:00:00,ussvnplesx59.fortinet-us.com,31.14,25.24,214156984320,163657687040
2022-02-03 18:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,21.62,46.75,534053972,434727741
2022-02-03 18:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.51,29.87,510113005,289257255
2022-02-03 18:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.07,46.71,1098270005,273512875
2022-02-03 18:00:00,WIN-QA-RDP-230,8.99,28.76,449808486,268194120
2022-02-03 18:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.97,22.08,635767164,5129089860
2022-02-03 18:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.76,37.73,29331868,25772103
2022-02-03 18:00:00,fsm-ntwk-wlan01,1.29,57.30,10618354,25463511
2022-02-03 18:00:00,it-rle-oradb-57141,0.60,2.16,78283752,60706972
2022-02-03 18:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.69,84364032,42309150
2022-02-03 18:00:00,HOST-172.30.56.104,0.00,0.00,8481156,17712762
2022-02-03 19:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.83,47.54,512521700,390442866
2022-02-03 19:00:00,ussvnplesx58.fortinet-us.com,58.74,69.06,236917698560,22177730560
2022-02-03 19:00:00,ussvnplesx54.fortinet-us.com,57.14,73.14,150820024320,17592320000
2022-02-03 19:00:00,ussvnplesx51.fortinet-us.com,51.27,94.19,96526110720,38827130880
2022-02-03 19:00:00,ussvnplesx55.fortinet-us.com,49.64,84.91,69955624960,26785710080
2022-02-03 19:00:00,ussvnplesx57.fortinet-us.com,47.96,85.56,54056693760,13829140480
2022-02-03 19:00:00,ussvnplesx56.fortinet-us.com,47.42,84.66,47189831680,12054609920
2022-02-03 19:00:00,ussvnplesx59.fortinet-us.com,47.29,33.95,367916134400,191519068160
2022-02-03 19:00:00,ussvnplesx53.fortinet-us.com,46.63,82.75,75289948160,23900610560
2022-02-03 19:00:00,ussvnplesx52.fortinet-us.com,44.94,82.33,81687531520,38688563200
2022-02-03 19:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,38.00,47.81,991882040,718255520
2022-02-03 19:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,20.62,46.75,529498556,294586016
2022-02-03 19:00:00,WIN-QA-RDP-230,10.23,28.76,449205666,267529548
2022-02-03 19:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.18,29.94,511253860,288149075
2022-02-03 19:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.25,46.77,1072691565,270380750
2022-02-03 19:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.92,22.09,620419080,5051914172
2022-02-03 19:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.79,37.72,28732256,25501424
2022-02-03 19:00:00,fsm-ntwk-wlan01,1.00,57.31,10684577,25485469
2022-02-03 19:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.69,84614235,42500283
2022-02-03 19:00:00,it-rle-oradb-57141,0.50,2.16,60705668,55293282
2022-02-03 19:00:00,HOST-172.30.56.104,0.00,0.00,8496436,17776559
2022-02-03 20:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,95.53,47.56,513517085,390581514
2022-02-03 20:00:00,ussvnplesx58.fortinet-us.com,58.45,70.06,258230374400,28580577280
2022-02-03 20:00:00,ussvnplesx54.fortinet-us.com,56.50,72.88,149909565440,9994137600
2022-02-03 20:00:00,ussvnplesx59.fortinet-us.com,52.68,44.30,378700984320,172716646400
2022-02-03 20:00:00,ussvnplesx52.fortinet-us.com,51.86,85.20,112072232960,45143490560
2022-02-03 20:00:00,ussvnplesx53.fortinet-us.com,49.78,85.33,110211276800,42445230080
2022-02-03 20:00:00,ussvnplesx51.fortinet-us.com,49.16,94.76,72230133760,27536384000
2022-02-03 20:00:00,ussvnplesx56.fortinet-us.com,49.11,85.56,66093670400,16858583040
2022-02-03 20:00:00,ussvnplesx57.fortinet-us.com,48.80,85.86,78493655040,18545704960
2022-02-03 20:00:00,ussvnplesx55.fortinet-us.com,48.28,85.26,49778401280,16532172800
2022-02-03 20:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,41.08,47.81,1005951960,731031165
2022-02-03 20:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,22.02,46.75,538397392,297625436
2022-02-03 20:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.89,29.96,513567690,292366815
2022-02-03 20:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.05,46.57,1097614935,274063520
2022-02-03 20:00:00,WIN-QA-RDP-230,8.83,28.77,450661188,266461204
2022-02-03 20:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.86,22.08,622424828,5055740416
2022-02-03 20:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.78,37.71,28999598,25451832
2022-02-03 20:00:00,fsm-ntwk-wlan01,1.00,57.31,10859794,25638226
2022-02-03 20:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.52,36.68,85954927,42823608
2022-02-03 20:00:00,it-rle-oradb-57141,0.50,2.16,63807115,55596022
2022-02-03 20:00:00,HOST-172.30.56.104,0.00,0.00,8509294,17536436
2022-02-03 21:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,95.17,47.58,486294010,372407215
2022-02-03 21:00:00,ussvnplesx54.fortinet-us.com,57.14,72.88,150966333440,9425367040
2022-02-03 21:00:00,ussvnplesx58.fortinet-us.com,56.02,70.32,249965424640,12872192000
2022-02-03 21:00:00,ussvnplesx52.fortinet-us.com,53.75,85.87,54154874880,16652779520
2022-02-03 21:00:00,ussvnplesx55.fortinet-us.com,48.14,85.27,40563036160,11337441280
2022-02-03 21:00:00,ussvnplesx51.fortinet-us.com,47.59,94.67,66269941760,22488043520
2022-02-03 21:00:00,ussvnplesx59.fortinet-us.com,47.36,50.76,196943974400,102923776000
2022-02-03 21:00:00,ussvnplesx57.fortinet-us.com,46.93,86.55,48161280000,8347832320
2022-02-03 21:00:00,ussvnplesx56.fortinet-us.com,46.63,86.68,55071825920,6993244160
2022-02-03 21:00:00,ussvnplesx53.fortinet-us.com,46.00,87.88,54911283200,9440092160
2022-02-03 21:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,38.61,47.99,988517555,713632940
2022-02-03 21:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,20.10,46.75,529902528,292483948
2022-02-03 21:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,11.91,30.06,525700360,300666030
2022-02-03 21:00:00,WIN-QA-RDP-230,11.11,28.78,455223156,270112844
2022-02-03 21:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.32,46.60,1074646050,268491940
2022-02-03 21:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.88,22.07,623032616,5048539932
2022-02-03 21:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.77,37.69,28769648,24962245
2022-02-03 21:00:00,fsm-ntwk-wlan01,0.85,57.30,10671550,25185233
2022-02-03 21:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.68,84226086,41892367
2022-02-03 21:00:00,it-rle-oradb-57141,0.56,2.16,70949909,57679383
2022-02-03 21:00:00,HOST-172.30.56.104,0.00,0.00,8648166,17749024
2022-02-03 22:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.83,47.56,514699430,399406860
2022-02-03 22:00:00,ussvnplesx58.fortinet-us.com,56.84,70.43,245679718400,15955906560
2022-02-03 22:00:00,ussvnplesx54.fortinet-us.com,56.50,72.88,150176296960,19147755520
2022-02-03 22:00:00,ussvnplesx51.fortinet-us.com,48.35,94.70,62261493760,21828730880
2022-02-03 22:00:00,ussvnplesx55.fortinet-us.com,48.05,85.42,38396170240,11599953920
2022-02-03 22:00:00,ussvnplesx56.fortinet-us.com,47.53,86.76,49942712320,7141949440
2022-02-03 22:00:00,ussvnplesx59.fortinet-us.com,47.39,51.01,194696130560,110867189760
2022-02-03 22:00:00,ussvnplesx57.fortinet-us.com,46.97,86.59,44774359040,8316661760
2022-02-03 22:00:00,ussvnplesx53.fortinet-us.com,45.99,88.05,47928053760,9474027520
2022-02-03 22:00:00,ussvnplesx52.fortinet-us.com,45.64,85.96,46157107200,7255511040
2022-02-03 22:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,40.76,47.76,987907730,715129170
2022-02-03 22:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,21.12,45.41,527848748,292761804
2022-02-03 22:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,11.57,30.04,513345515,306569295
2022-02-03 22:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.76,46.88,1070310635,269085580
2022-02-03 22:00:00,WIN-QA-RDP-230,8.45,28.79,447594448,270367856
2022-02-03 22:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,3.01,22.05,629298420,5127335724
2022-02-03 22:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.80,37.69,29101932,25416067
2022-02-03 22:00:00,fsm-ntwk-wlan01,1.00,57.30,10630340,25198854
2022-02-03 22:00:00,it-rle-oradb-57141,0.59,2.16,75894424,59916904
2022-02-03 22:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.58,36.68,84112751,41899215
2022-02-03 22:00:00,HOST-172.30.56.104,0.00,0.00,8463464,17459859
2022-02-03 23:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.22,47.60,522866645,406067405
2022-02-03 23:00:00,ussvnplesx54.fortinet-us.com,56.87,72.89,171351388160,28838133760
2022-02-03 23:00:00,ussvnplesx58.fortinet-us.com,55.60,70.67,251471319040,14520053760
2022-02-03 23:00:00,ussvnplesx51.fortinet-us.com,48.79,94.74,75535482880,32752332800
2022-02-03 23:00:00,ussvnplesx55.fortinet-us.com,47.56,85.50,48417239040,11601448960
2022-02-03 23:00:00,ussvnplesx59.fortinet-us.com,47.35,51.13,378842255360,178026741760
2022-02-03 23:00:00,ussvnplesx56.fortinet-us.com,47.33,86.79,49760686080,6562181120
2022-02-03 23:00:00,ussvnplesx57.fortinet-us.com,46.67,86.59,50917928960,9724805120
2022-02-03 23:00:00,ussvnplesx53.fortinet-us.com,46.07,88.17,62458224640,18201538560
2022-02-03 23:00:00,ussvnplesx52.fortinet-us.com,43.59,86.00,54801612800,8622448640
2022-02-03 23:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,38.93,47.80,984897620,710967150
2022-02-03 23:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,20.77,45.13,533303904,295248840
2022-02-03 23:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,11.14,29.99,513478665,289420250
2022-02-03 23:00:00,WIN-QA-RDP-230,10.81,28.81,448727288,264912376
2022-02-03 23:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.50,46.70,1082763685,269037370
2022-02-03 23:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.82,22.07,621806648,5056682844
2022-02-03 23:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.79,37.70,28908799,24962686
2022-02-03 23:00:00,fsm-ntwk-wlan01,1.00,57.30,10666698,25137263
2022-02-03 23:00:00,it-rle-oradb-57141,0.74,2.16,74841587,82869804
2022-02-03 23:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.58,36.69,84578837,41941859
2022-02-03 23:00:00,HOST-172.30.56.104,0.00,0.00,8488658,17408006
2022-02-04 00:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,95.38,47.71,518813295,520401110
2022-02-04 00:00:00,ussvnplesx54.fortinet-us.com,57.22,72.89,151346688000,21282693120
2022-02-04 00:00:00,ussvnplesx58.fortinet-us.com,55.85,70.70,241289789440,12779438080
2022-02-04 00:00:00,ussvnplesx51.fortinet-us.com,48.69,94.76,60464660480,22659768320
2022-02-04 00:00:00,ussvnplesx55.fortinet-us.com,47.82,85.58,36034437120,11596124160
2022-02-04 00:00:00,ussvnplesx56.fortinet-us.com,47.67,86.82,47384944640,6951833600
2022-02-04 00:00:00,ussvnplesx59.fortinet-us.com,46.66,51.19,194024673280,101480099840
2022-02-04 00:00:00,ussvnplesx57.fortinet-us.com,46.58,86.60,49255628800,8329277440
2022-02-04 00:00:00,ussvnplesx53.fortinet-us.com,45.78,88.25,50667438080,9649111040
2022-02-04 00:00:00,ussvnplesx52.fortinet-us.com,43.63,86.06,48554967040,7793295360
2022-02-04 00:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,41.71,47.98,993159750,835567170
2022-02-04 00:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,17.79,45.27,526407588,290413156
2022-02-04 00:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.50,30.11,508048250,285945925
2022-02-04 00:00:00,FSM-CPWANG-WIND2019-172-30-56-214,10.06,46.66,1090075740,392165110
2022-02-04 00:00:00,WIN-QA-RDP-230,8.56,28.84,453629046,409155540
2022-02-04 00:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.80,22.08,616835104,5058595092
2022-02-04 00:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.78,37.70,29037022,25020262
2022-02-04 00:00:00,fsm-ntwk-wlan01,0.95,57.30,10650434,25200845
2022-02-04 00:00:00,it-rle-oradb-57141,0.60,2.16,74882019,58988671
2022-02-04 00:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.70,84277758,41891374
2022-02-04 00:00:00,HOST-172.30.56.104,0.00,0.00,8499348,17440074
2022-02-04 01:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.83,47.64,521408350,406090910
2022-02-04 01:00:00,ussvnplesx54.fortinet-us.com,59.79,72.89,164785868800,15333089280
2022-02-04 01:00:00,ussvnplesx58.fortinet-us.com,55.07,70.71,265753128960,13245050880
2022-02-04 01:00:00,ussvnplesx51.fortinet-us.com,48.59,94.77,83832401920,23948902400
2022-02-04 01:00:00,ussvnplesx56.fortinet-us.com,47.55,86.86,58468659200,6696898560
2022-02-04 01:00:00,ussvnplesx57.fortinet-us.com,46.95,86.62,53066833920,8253747200
2022-02-04 01:00:00,ussvnplesx53.fortinet-us.com,46.47,88.32,64011694080,46614753280
2022-02-04 01:00:00,ussvnplesx55.fortinet-us.com,45.84,85.61,49255178240,11800002560
2022-02-04 01:00:00,ussvnplesx59.fortinet-us.com,45.69,51.27,205182648320,98247249920
2022-02-04 01:00:00,ussvnplesx52.fortinet-us.com,43.13,86.15,53654118400,7375319040
2022-02-04 01:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,40.73,48.08,977789290,709776614
2022-02-04 01:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,19.23,45.33,539435436,297847432
2022-02-04 01:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,11.55,30.16,519253995,410368940
2022-02-04 01:00:00,WIN-QA-RDP-230,9.77,28.90,449771940,267017946
2022-02-04 01:00:00,FSM-CPWANG-WIND2019-172-30-56-214,7.92,46.60,1073696605,270310200
2022-02-04 01:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.79,22.07,620607244,5049247240
2022-02-04 01:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.83,37.71,28890691,24943984
2022-02-04 01:00:00,fsm-ntwk-wlan01,0.95,57.30,10806610,25471570
2022-02-04 01:00:00,it-rle-oradb-57141,0.63,2.16,74829092,59117312
2022-02-04 01:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.58,36.71,85794000,42569685
2022-02-04 01:00:00,HOST-172.30.56.104,0.00,0.00,8480814,17405182
2022-02-04 02:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,94.12,47.62,524902325,407848730
2022-02-04 02:00:00,ussvnplesx54.fortinet-us.com,56.69,72.89,150802984960,9314631680
2022-02-04 02:00:00,ussvnplesx58.fortinet-us.com,54.90,70.73,240131031040,12297441280
2022-02-04 02:00:00,ussvnplesx51.fortinet-us.com,48.64,94.77,63219363840,22429593600
2022-02-04 02:00:00,ussvnplesx56.fortinet-us.com,47.45,86.88,44175851520,6587924480
2022-02-04 02:00:00,ussvnplesx57.fortinet-us.com,46.84,86.62,49514106880,8350597120
2022-02-04 02:00:00,ussvnplesx55.fortinet-us.com,46.23,85.65,43427962880,21219635200
2022-02-04 02:00:00,ussvnplesx53.fortinet-us.com,45.99,88.41,50089144320,22214676480
2022-02-04 02:00:00,ussvnplesx59.fortinet-us.com,44.06,51.30,183217172480,97619640320
2022-02-04 02:00:00,ussvnplesx52.fortinet-us.com,43.05,86.21,37490606080,7175823360
2022-02-04 02:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,41.25,48.01,1012670185,732493246
2022-02-04 02:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.52,45.38,526150668,291890756
2022-02-04 02:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.95,30.10,506808620,285731915
2022-02-04 02:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.35,46.58,1087885485,270549086
2022-02-04 02:00:00,WIN-QA-RDP-230,8.54,28.85,454743708,269485368
2022-02-04 02:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.74,22.07,625012472,5059286828
2022-02-04 02:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.83,37.72,29326846,25400631
2022-02-04 02:00:00,fsm-ntwk-wlan01,0.95,57.30,10653345,25133463
2022-02-04 02:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.59,36.71,84090485,41828490
2022-02-04 02:00:00,it-rle-oradb-57141,0.58,2.16,76097666,59824371
2022-02-04 02:00:00,HOST-172.30.56.104,0.00,0.00,8625582,17703979
2022-02-04 03:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.14,47.63,524313735,406221760
2022-02-04 03:00:00,ussvnplesx54.fortinet-us.com,56.62,72.89,152167772160,11645624320
2022-02-04 03:00:00,ussvnplesx58.fortinet-us.com,55.08,70.75,241786982400,17571409920
2022-02-04 03:00:00,ussvnplesx51.fortinet-us.com,48.00,94.80,62182236160,27230167040
2022-02-04 03:00:00,ussvnplesx56.fortinet-us.com,47.27,86.90,42906152960,7354490880
2022-02-04 03:00:00,ussvnplesx57.fortinet-us.com,46.86,86.63,47920721920,8517672960
2022-02-04 03:00:00,ussvnplesx53.fortinet-us.com,46.26,88.53,49816473600,20971622400
2022-02-04 03:00:00,ussvnplesx55.fortinet-us.com,45.80,85.98,36818575360,12492554240
2022-02-04 03:00:00,ussvnplesx59.fortinet-us.com,44.62,51.49,200913264640,99659632640
2022-02-04 03:00:00,ussvnplesx52.fortinet-us.com,43.77,86.26,45317345280,28428963840
2022-02-04 03:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,40.05,48.07,989751200,716692350
2022-02-04 03:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.29,45.22,529762568,293389004
2022-02-04 03:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.70,30.07,511250715,287762900
2022-02-04 03:00:00,WIN-QA-RDP-230,10.36,28.85,450183606,267245448
2022-02-04 03:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.51,46.66,1086155535,271105869
2022-02-04 03:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.75,22.10,630882504,5127651028
2022-02-04 03:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.83,37.66,28753750,25158262
2022-02-04 03:00:00,fsm-ntwk-wlan01,1.00,57.30,10705060,25379603
2022-02-04 03:00:00,it-rle-oradb-57141,0.59,2.16,74837878,59336746
2022-02-04 03:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.72,84600431,42183295
2022-02-04 03:00:00,HOST-172.30.56.104,0.00,0.00,8518060,17588248
2022-02-04 04:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,92.95,47.64,533223570,416660825
2022-02-04 04:00:00,ussvnplesx56.fortinet-us.com,57.79,86.95,322379796480,78846259200
2022-02-04 04:00:00,ussvnplesx54.fortinet-us.com,56.41,72.89,147747553280,11396096000
2022-02-04 04:00:00,ussvnplesx58.fortinet-us.com,54.95,70.75,242889154560,11419299840
2022-02-04 04:00:00,ussvnplesx51.fortinet-us.com,47.27,94.81,59334307840,22317854720
2022-02-04 04:00:00,ussvnplesx57.fortinet-us.com,46.92,86.63,49664389120,8292024320
2022-02-04 04:00:00,ussvnplesx53.fortinet-us.com,46.67,88.57,96903966720,140437606400
2022-02-04 04:00:00,ussvnplesx55.fortinet-us.com,45.62,86.15,38630481920,11468226560
2022-02-04 04:00:00,ussvnplesx59.fortinet-us.com,44.88,51.66,208833945600,100297236480
2022-02-04 04:00:00,ussvnplesx52.fortinet-us.com,43.20,86.28,48963727360,6948904960
2022-02-04 04:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,39.51,48.11,985214940,717452925
2022-02-04 04:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.57,44.80,533417832,294795008
2022-02-04 04:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,11.35,30.14,510579155,288246630
2022-02-04 04:00:00,FSM-CPWANG-WIND2019-172-30-56-214,9.05,46.77,1082901120,272541185
2022-02-04 04:00:00,WIN-QA-RDP-230,8.26,28.86,448760712,267164268
2022-02-04 04:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.85,22.08,624119676,5054844676
2022-02-04 04:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.35,28954942,25158990
2022-02-04 04:00:00,fsm-ntwk-wlan01,0.95,57.30,10637717,25329967
2022-02-04 04:00:00,it-rle-oradb-57141,0.59,2.16,74705609,59221967
2022-02-04 04:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.57,36.73,84654342,42221441
2022-02-04 04:00:00,HOST-172.30.56.104,0.00,0.00,8489472,17592159
2022-02-04 05:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.79,47.58,523162310,406272130
2022-02-04 05:00:00,ussvnplesx54.fortinet-us.com,56.60,72.89,146352148480,11875614720
2022-02-04 05:00:00,ussvnplesx58.fortinet-us.com,54.82,70.75,240641638400,11383562240
2022-02-04 05:00:00,ussvnplesx56.fortinet-us.com,48.58,87.01,62430208000,40608931840
2022-02-04 05:00:00,ussvnplesx51.fortinet-us.com,47.12,94.83,58265497600,21953290240
2022-02-04 05:00:00,ussvnplesx57.fortinet-us.com,46.93,86.64,49505832960,8257433600
2022-02-04 05:00:00,ussvnplesx53.fortinet-us.com,46.42,88.60,61174292480,19314647040
2022-02-04 05:00:00,ussvnplesx55.fortinet-us.com,45.72,86.18,38750064640,11379548160
2022-02-04 05:00:00,ussvnplesx59.fortinet-us.com,44.22,51.76,188724162560,98251694080
2022-02-04 05:00:00,ussvnplesx52.fortinet-us.com,43.09,86.31,42966507520,6826721280
2022-02-04 05:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,40.36,48.11,992280090,718612635
2022-02-04 05:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,18.38,45.14,534807536,295989600
2022-02-04 05:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,10.50,30.15,515934480,290275740
2022-02-04 05:00:00,WIN-QA-RDP-230,10.27,28.87,448347762,265356372
2022-02-04 05:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.58,46.76,1081845495,270056590
2022-02-04 05:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.79,22.11,620684024,5057018808
2022-02-04 05:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,1.82,37.34,28977126,25125782
2022-02-04 05:00:00,fsm-ntwk-wlan01,1.00,57.31,10846957,25655503
2022-02-04 05:00:00,it-rle-oradb-57141,0.58,2.16,74915560,59012580
2022-02-04 05:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.55,36.67,85734992,42636172
2022-02-04 05:00:00,HOST-172.30.56.104,0.00,0.00,8500552,17480800
2022-02-04 06:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,92.10,47.61,531253005,414360115
2022-02-04 06:00:00,ussvnplesx54.fortinet-us.com,56.47,72.89,150380113920,9974394880
2022-02-04 06:00:00,ussvnplesx58.fortinet-us.com,54.78,70.76,244613816320,12112404480
2022-02-04 06:00:00,ussvnplesx56.fortinet-us.com,47.47,87.04,43154616320,6655119360
2022-02-04 06:00:00,ussvnplesx57.fortinet-us.com,47.15,86.68,57926533120,13507952640
2022-02-04 06:00:00,ussvnplesx51.fortinet-us.com,46.74,94.83,69468692480,31599104000
2022-02-04 06:00:00,ussvnplesx55.fortinet-us.com,46.19,86.20,48634388480,16253788160
2022-02-04 06:00:00,ussvnplesx53.fortinet-us.com,46.09,88.66,51359252480,9826181120
2022-02-04 06:00:00,ussvnplesx59.fortinet-us.com,45.94,52.29,213004124160,105977610240
2022-02-04 06:00:00,ussvnplesx52.fortinet-us.com,43.15,86.36,41387294720,6973050880
2022-02-04 06:00:00,FSM-GFU1-Window2022-WIN2022-172-30-56-125,41.29,47.99,989867290,716188310
2022-02-04 06:00:00,FSM-GFU-Window2016-WIN2016test-172-30-56-126.gfu.com,17.12,45.32,529943836,293392724
2022-02-04 06:00:00,FSM-GFU-Window10-WIN10-172-30-56-127,11.11,30.12,509920975,287310625
2022-02-04 06:00:00,WIN-QA-RDP-230,8.92,28.87,456106026,271123830
2022-02-04 06:00:00,FSM-CPWANG-WIND2019-172-30-56-214,8.75,46.82,1082035205,270246190
2022-02-04 06:00:00,WIN-2R27C8ADMT3.fortisiem-lab.net,2.70,22.10,621685256,5053391268
2022-02-04 06:00:00,FSM-RPRAJUDHA-CENTOS8-NFS217-172.30.57.217,2.63,37.78,29747554,38471986
2022-02-04 06:00:00,fsm-ntwk-wlan01,1.00,57.31,10638006,25210200
2022-02-04 06:00:00,it-rle-oradb-57141,0.58,2.16,76003924,60020631
2022-02-04 06:00:00,FSM-TTRINH-CENTOS8-KAFKA-172.30.56.34,0.54,36.69,83906282,41877643
2022-02-04 06:00:00,HOST-172.30.56.104,0.00,0.00,8635460,17824654
2022-02-04 07:00:00,FSM-GFU-Window2012R2-WIN2012R2-172-30-56-123,93.31,47.63,524741435,406836450
2022-02-04 07:00:00,ussvnplesx54.fortinet-us.com,55.99,72.90,153578598400,23561543680
2022-02-04 07:00:00,ussvnplesx58.fortinet-us.com,54.95,70.78,251700674560,14968668160
2022-02-04 07:00:00,ussvnplesx56.fortinet-us.com,47.54,87.15,45715619840,6766714880
2022-02-04 07:00:00,ussvnplesx51.fortinet-us.com,46.84,94.84,58972876800,22808555520
2022-02-04 07:00:00,ussvnplesx57.fortinet-us.com,46.69,86.74,48447283200,8262246400
2022-02-04 07:00:00,ussvnplesx53.fortinet-us.com,46.14,88.72,49163304960,10474864640
